Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
2485447707,"Jun 27, 2019, 5:24:32 PM",Morning Ride,Ride,,4709,20.17,,,false,,,activities/2485447707.gpx,61.23500061035156,,4709.0,4017.0,20174.306640625,10.199999809265137,,23.27166748046875,,1.2000000476837158,12.600000381469727,5.0,0.0004956998163834214,,,,,,,,57.62204360961914,258.0865478515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2509069452,"Jul 6, 2019, 1:55:09 PM",Summer Training - Day 18,Run,"",2154,6.39,,,false,,,activities/2509069452.gpx,61.23500061035156,,2154.0,1981.0,6392.3935546875,4.699999809265137,,14.264286041259766,,9.800000190734863,17.0,6.300000190734863,-0.0031328811310231686,,,,,,,,,481.637451171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2509108634,"Jun 30, 2019, 3:00:51 AM",Summer Training - Day 16,Run,,2041,6.76,,,false,,,,61.23500061035156,,2041.0,2041.0,6759.25830078125,,,,,,,,0.0,,,,,,,,,508.5545654296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2509111392,"Jul 1, 2019, 3:00:00 AM",Summer Training - Day 17,Run,,1919,6.59,,,false,,,,61.23500061035156,,1919.0,1919.0,6598.32373046875,,,,,,,,0.0,,,,,,,,,496.44610595703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2519427424,"Jul 9, 2019, 3:00:00 AM",Summer Training - Day 19,Run,"",2040,6.92,,,false,,,,61.23500061035156,,2040.0,2040.0,6920.2001953125,,,,,,,,0.0,,,,,,,,,520.6630249023438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2519428200,"Jul 10, 2019, 3:30:40 AM",Summer Training - Day 20,Run,,2040,7.24,,,false,,,,61.23500061035156,,2040.0,2040.0,7242.0625,,,,,,,,0.0,,,,,,,,,544.8798828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2523317422,"Jul 11, 2019, 1:52:20 PM",Summer Training - Day 22,Run,"",2521,6.79,,,false,,,activities/2523317422.gpx,61.23500061035156,,2521.0,2000.0,6791.03271484375,5.300000190734863,,15.471428871154785,,9.800000190734863,21.399999618530273,1.899999976158142,-0.0014754702569916844,,,,,,,,,510.4537048339844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2523326583,"Jul 11, 2019, 3:30:55 AM",Summer Training - Day 21,Run,,2040,6.76,,,false,,,,61.23500061035156,,2040.0,2040.0,6759.25830078125,,,,,,,,0.0,,,,,,,,,508.5545654296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2532443004,"Jul 14, 2019, 5:13:57 PM",Morning Ride,Ride,,5840,18.91,,,false,,,activities/2532443004.gpx,61.23500061035156,,5840.0,3308.0,18914.138671875,11.899999618530273,,216.56100463867188,,32.900001525878906,175.10000610351562,10.800000190734863,-0.05604284629225731,,,,,,,,86.93074035644531,320.6370849609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2537045732,"Jul 14, 2019, 1:30:00 PM",Summer Training - Day 23,Run,,2040,6.76,,,false,,,,61.23500061035156,,2040.0,2040.0,6759.25830078125,,,,,,,,0.0,,,,,,,,,508.5545654296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
