Date,Segment ID
"Aug 23, 2023, 2:16:47 AM",2568850
"Jan 17, 2023, 1:10:12 AM",32216991
"Jan 17, 2023, 1:09:35 AM",31648127
"Sep 25, 2022, 1:12:23 PM",16081709
"Apr 17, 2022, 9:18:20 PM",31386785
"Nov 16, 2021, 12:36:17 AM",13068705
"Nov 14, 2021, 4:41:37 PM",26700799
"Nov 6, 2021, 5:06:44 PM",26710433
"Nov 5, 2021, 1:11:47 PM",30073841
"Nov 5, 2021, 1:10:21 PM",30322314
"Oct 30, 2021, 10:24:33 PM",30073864
